"zip","TOTAL10","TOTAL11","TOTAL5","TOTAL7","TOTAL12","TOTAL9","TOTAL6","TOTAL13","TOTAL8","TOTAL15","TOTAL14","RAPE5","RAPE6","RAPE7","RAPE8","RAPE9","RAPE10","RAPE11","RAPE12","RAPE15","RAPE14","RAPE13","latitude","longitude","state","sector_desc.x","INSTNM","primary_city","county","rape.rate5","rape.rate6","rape.rate7","rape.rate9","rape.rate11","rape.rate12","rape.rate13","rape.rate15"
23236,NA,NA,845,205,NA,NA,845,NA,205,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,37.48,-77.59,"VA","Private for-profit, 4-year or above","ECPI Technical College","Richmond","Chesterfield County",0,0,0,NA,NA,NA,NA,NA
23236,NA,NA,147,NA,NA,NA,147,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.48,-77.59,"VA","Private for-profit, less-than 2-year","Virginia Career Institute","Richmond","Chesterfield County",0,0,NA,NA,NA,NA,NA,NA
23236,NA,NA,NA,131,NA,NA,NA,NA,131,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,37.48,-77.59,"VA",NA,"MedSpa Careers Institute","Richmond","Chesterfield County",NA,NA,0,NA,NA,NA,NA,NA
23236,NA,NA,NA,NA,NA,NA,NA,11735,NA,11735,11735,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,37.48,-77.59,"VA",NA,"ECPI University","Richmond","Chesterfield County",NA,NA,NA,NA,NA,NA,0,0
23250,NA,NA,9934,10774,NA,NA,9934,NA,10774,NA,NA,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,37.5,-77.32,"VA","Public, 4-year or above","Bridgewater State College","Richmond","Henrico County",0.0603986309643648,0.0100664384940608,0.00928160386114721,NA,NA,NA,NA,NA
23250,11417,11417,NA,NA,11417,11294,NA,11089,NA,11089,11089,NA,NA,NA,NA,0,3,2,1,7,4,3,37.5,-77.32,"VA",NA,"Bridgewater State University","Richmond","Henrico County",NA,NA,NA,0,0.0175177367084173,0.00875886835420864,0.0270538371359004,0.0631256199837677
23284,NA,NA,NA,32172,NA,NA,NA,30918,32172,30918,30918,NA,NA,2,3,NA,NA,NA,NA,8,4,3,37.55,-77.46,"VA",NA,"Virginia Commonwealth University","Richmond","Richmond City",NA,NA,0.0062165858510506,NA,NA,NA,0.00970308558121483,0.0258748948832395
23284,NA,NA,NA,32172,NA,NA,NA,30918,32172,30918,30918,NA,NA,2,3,NA,NA,NA,NA,3,1,4,37.55,-77.46,"VA",NA,"Virginia Commonwealth University","Richmond","Richmond City",NA,NA,0.0062165858510506,NA,NA,NA,0.0129374474416198,0.00970308558121483
23284,NA,NA,NA,32172,NA,NA,NA,30918,32172,30918,30918,NA,NA,3,5,NA,NA,NA,NA,8,4,3,37.55,-77.46,"VA",NA,"Virginia Commonwealth University","Richmond","Richmond City",NA,NA,0.0093248787765759,NA,NA,NA,0.00970308558121483,0.0258748948832395
23284,NA,NA,NA,32172,NA,NA,NA,30918,32172,30918,30918,NA,NA,3,5,NA,NA,NA,NA,3,1,4,37.55,-77.46,"VA",NA,"Virginia Commonwealth University","Richmond","Richmond City",NA,NA,0.0093248787765759,NA,NA,NA,0.0129374474416198,0.00970308558121483
23285,NA,NA,NA,NA,NA,NA,NA,10889,NA,10889,10889,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,37.55,-77.46,"VA",NA,"J Sargeant Reynolds Community College","Richmond","Richmond City",NA,NA,NA,NA,NA,NA,0.0183671595187804,0
23294,NA,NA,661,NA,NA,NA,661,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.63,-77.54,"VA","Private for-profit, 2-year","Medical Careers College","Henrico","Henrico County",0,0,NA,NA,NA,NA,NA,NA
23294,NA,NA,24257,24355,NA,NA,24257,23883,24355,23883,23883,0,0,0,0,NA,NA,NA,NA,0,0,0,37.63,-77.54,"VA","Public, 4-year or above","University of Virginia-Main Campus","Henrico","Henrico County",0,0,0,NA,NA,NA,0,0
23294,NA,NA,80,NA,NA,NA,80,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.63,-77.54,"VA","Private for-profit, 2-year","Beta Tech","Henrico","Henrico County",0,0,NA,NA,NA,NA,NA,NA
23294,NA,NA,NA,47,NA,NA,NA,70,47,70,70,NA,NA,0,0,NA,NA,NA,NA,0,0,0,37.63,-77.54,"VA",NA,"Henrico County-Saint Marys Hospital School of Practical Nursing","Henrico","Henrico County",NA,NA,0,NA,NA,NA,0,0
23294,NA,NA,NA,200,NA,NA,NA,NA,200,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,37.63,-77.54,"VA",NA,"Centura College","Henrico","Henrico County",NA,NA,0,NA,NA,NA,NA,NA
23294,NA,NA,NA,187,NA,NA,NA,86,187,86,86,NA,NA,0,0,NA,NA,NA,NA,0,0,0,37.63,-77.54,"VA",NA,"Empire Beauty School-Richmond","Henrico","Henrico County",NA,NA,0,NA,NA,NA,0,0
23294,NA,NA,NA,NA,NA,NA,NA,32663,NA,32663,32663,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,37.63,-77.54,"VA",NA,"Virginia Polytechnic Institute and State University","Henrico","Henrico County",NA,NA,NA,NA,NA,NA,0,0
23294,NA,NA,NA,NA,NA,NA,NA,11735,NA,11735,11735,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,37.63,-77.54,"VA",NA,"ECPI University","Henrico","Henrico County",NA,NA,NA,NA,NA,NA,0,0
23294,NA,NA,NA,NA,NA,NA,NA,14,NA,14,14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,37.63,-77.54,"VA",NA,"Institute of Advanced Medical Esthetics","Henrico","Henrico County",NA,NA,NA,NA,NA,NA,0,0
23320,NA,NA,275,410,NA,NA,275,NA,410,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,36.75,-76.22,"VA","Private nonprofit, less-than 2-year","Sentara School of Health Professions","Chesapeake","Chesapeake city",0,0,0,NA,NA,NA,NA,NA
23320,NA,NA,290,NA,NA,NA,290,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.75,-76.22,"VA","Private for-profit, 2-year","Tidewater Tech","Chesapeake","Chesapeake city",0,0,NA,NA,NA,NA,NA,NA
23320,NA,NA,189,NA,NA,NA,189,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.75,-76.22,"VA","Private for-profit, 2-year","Aviation Institute of Maintenance-Virginia Beach","Chesapeake","Chesapeake city",0,0,NA,NA,NA,NA,NA,NA
23320,NA,NA,NA,54325,NA,NA,NA,NA,54325,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,36.75,-76.22,"VA",NA,"Strayer University","Chesapeake","Chesapeake city",NA,NA,0,NA,NA,NA,NA,NA
23320,NA,NA,NA,212,NA,NA,NA,NA,212,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,36.75,-76.22,"VA",NA,"Centura College","Chesapeake","Chesapeake city",NA,NA,0,NA,NA,NA,NA,NA
23320,NA,NA,NA,247,NA,NA,NA,238,247,238,238,NA,NA,0,0,NA,NA,NA,NA,0,0,0,36.75,-76.22,"VA",NA,"Aviation Institute of Maintenance-Chesapeake","Chesapeake","Chesapeake city",NA,NA,0,NA,NA,NA,0,0
23320,NA,NA,NA,791,NA,NA,NA,NA,791,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,36.75,-76.22,"VA",NA,"Everest Institute-Chesapeake","Chesapeake","Chesapeake city",NA,NA,0,NA,NA,NA,NA,NA
23320,NA,NA,NA,1784,NA,NA,NA,NA,1784,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,36.75,-76.22,"VA",NA,"Averett University-Non-traditional programs","Chesapeake","Chesapeake city",NA,NA,0,NA,NA,NA,NA,NA
23320,3378,3378,NA,NA,3378,3811,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,36.75,-76.22,"VA",NA,"Cambridge College","Chesapeake","Chesapeake city",NA,NA,NA,0,0,0,NA,NA
23320,15986,15986,NA,NA,15986,NA,NA,15800,NA,15800,15800,NA,NA,NA,NA,NA,NA,0,0,0,0,0,36.75,-76.22,"VA",NA,"Saint Leo University","Chesapeake","Chesapeake city",NA,NA,NA,NA,0,0,0,0
23320,NA,NA,NA,NA,NA,NA,NA,445,NA,445,445,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.75,-76.22,"VA",NA,"Sentara College of Health Sciences","Chesapeake","Chesapeake city",NA,NA,NA,NA,NA,NA,0,0
23320,NA,NA,NA,NA,NA,NA,NA,6473,NA,6473,6473,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.75,-76.22,"VA",NA,"Strayer University-Virginia","Chesapeake","Chesapeake city",NA,NA,NA,NA,NA,NA,0,0
23320,NA,NA,NA,NA,NA,NA,NA,25927,NA,25927,25927,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.75,-76.22,"VA",NA,"Tidewater Community College","Chesapeake","Chesapeake city",NA,NA,NA,NA,NA,NA,0,0
23320,NA,NA,NA,NA,NA,NA,NA,160,NA,160,160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.75,-76.22,"VA",NA,"Centura College-Chesapeake","Chesapeake","Chesapeake city",NA,NA,NA,NA,NA,NA,0,0
23320,NA,NA,NA,NA,NA,NA,NA,321,NA,321,321,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.75,-76.22,"VA",NA,"Everest College-Chesapeake","Chesapeake","Chesapeake city",NA,NA,NA,NA,NA,NA,0,0
23320,NA,NA,NA,NA,NA,NA,NA,991,NA,991,991,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.75,-76.22,"VA",NA,"Averett University-Non-Traditional Programs","Chesapeake","Chesapeake city",NA,NA,NA,NA,NA,NA,0,0
23320,NA,NA,NA,NA,NA,NA,NA,948,NA,948,948,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.75,-76.22,"VA",NA,"DeVry University-Virginia","Chesapeake","Chesapeake city",NA,NA,NA,NA,NA,NA,0,0
23322,NA,NA,25857,30447,NA,NA,25857,NA,30447,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,36.62,-76.23,"VA","Public, 2-year","Tidewater Community College","Chesapeake","Chesapeake city",0,0,0,NA,NA,NA,NA,NA
23322,NA,NA,NA,NA,NA,NA,NA,25927,NA,25927,25927,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.62,-76.23,"VA",NA,"Tidewater Community College","Chesapeake","Chesapeake city",NA,NA,NA,NA,NA,NA,0,0
23410,NA,NA,907,987,NA,NA,907,745,987,745,745,0,0,0,0,NA,NA,NA,NA,0,0,0,37.64,-75.74,"VA","Public, 2-year","Eastern Shore Community College","Melfa","Accomack County",0,0,0,NA,NA,NA,0,0
23434,NA,NA,50,67,NA,NA,50,36,67,36,36,0,0,0,0,NA,NA,NA,NA,0,0,0,36.7,-76.63,"VA","Private for-profit, less-than 2-year","Suffolk Beauty Academy","Suffolk","Suffolk city",0,0,0,NA,NA,NA,0,0
23434,NA,NA,17,12,NA,NA,17,NA,12,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,36.7,-76.63,"VA","Public, less-than 2-year","Suffolk Public Schools-Sentara Obici Hospital School of Practical Nursing","Suffolk","Suffolk city",0,0,0,NA,NA,NA,NA,NA
23434,NA,NA,1544,1579,NA,NA,1544,1473,1579,1473,1473,0,0,0,0,NA,NA,NA,NA,0,0,0,36.7,-76.63,"VA","Public, 2-year","Paul D Camp Community College","Suffolk","Suffolk city",0,0,0,NA,NA,NA,0,0
23435,NA,NA,NA,NA,NA,NA,NA,25927,NA,25927,25927,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.84,-76.48,"VA",NA,"Tidewater Community College","Suffolk","Suffolk city",NA,NA,NA,NA,NA,NA,0,0
23451,NA,NA,NA,NA,NA,NA,NA,43,NA,43,43,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.87,-76.01,"VA",NA,"Cayce/Reilly School of Massage","Virginia Beach","Virginia Beach city",NA,NA,NA,NA,NA,NA,0,0
23452,NA,NA,1423,NA,NA,NA,1423,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.85,-76.09,"VA","Private for-profit, 2-year","Tidewater Tech","Virginia Beach","Virginia Beach city",0,0,NA,NA,NA,NA,NA,NA
23452,NA,NA,NA,1639,NA,NA,NA,NA,1639,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,36.85,-76.09,"VA",NA,"Centura College","Virginia Beach","Virginia Beach city",NA,NA,0,NA,NA,NA,NA,NA
23452,NA,NA,NA,NA,NA,NA,NA,164,NA,164,164,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.85,-76.09,"VA",NA,"Centura College-Virginia Beach","Virginia Beach","Virginia Beach city",NA,NA,NA,NA,NA,NA,0,0
23452,NA,NA,NA,NA,NA,NA,NA,692,NA,692,692,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.85,-76.09,"VA",NA,"South Universityâ€“Virginia Beach","Virginia Beach","Virginia Beach city",NA,NA,NA,NA,NA,NA,0,0
23453,NA,NA,NA,NA,NA,NA,NA,25927,NA,25927,25927,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,36.78,-76.08,"VA",NA,"Tidewater Community College","Virginia Beach","Virginia Beach city",NA,NA,NA,NA,NA,NA,0,0.00385698306784433
23455,NA,NA,NA,NA,NA,NA,NA,633,NA,633,633,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.89,-76.15,"VA",NA,"Advanced Technology Institute","Virginia Beach","Virginia Beach city",NA,NA,NA,NA,NA,NA,0,0
23456,NA,NA,25857,30447,NA,NA,25857,NA,30447,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,36.73,-76.04,"VA","Public, 2-year","Tidewater Community College","Virginia Beach","Virginia Beach city",0,0,0,NA,NA,NA,NA,NA
23456,NA,NA,23,44,NA,NA,23,60,44,60,60,0,0,0,0,NA,NA,NA,NA,0,0,0,36.73,-76.04,"VA","Public, less-than 2-year","Virginia Beach City Public Schools School of Practical Nursing","Virginia Beach","Virginia Beach city",0,0,0,NA,NA,NA,0,0
23460,NA,NA,NA,NA,NA,NA,NA,13740,NA,13740,13740,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.81,-76.03,"VA",NA,"Embry-Riddle Aeronautical University-Worldwide","Virginia Beach","Virginia Beach city",NA,NA,NA,NA,NA,NA,0,0
23462,NA,NA,656,827,NA,NA,656,633,827,633,633,0,0,0,0,NA,NA,NA,NA,0,0,0,36.84,-76.15,"VA","Private for-profit, 2-year","Advanced Technology Institute","Virginia Beach","Virginia Beach city",0,0,0,NA,NA,NA,0,0
23462,NA,NA,656,827,NA,NA,656,NA,827,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,36.84,-76.15,"VA","Private for-profit, 2-year","Advanced Technology Institute","Virginia Beach","Virginia Beach city",0,0,0,NA,NA,NA,NA,NA
23462,NA,NA,661,NA,NA,NA,661,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.84,-76.15,"VA","Private for-profit, 2-year","Medical Careers College","Virginia Beach","Virginia Beach city",0,0,NA,NA,NA,NA,NA,NA
23462,NA,NA,499,752,NA,NA,499,NA,752,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,36.84,-76.15,"VA","Private for-profit, 4-year or above","Bryant and Stratton College-Virginia Beach","Virginia Beach","Virginia Beach city",0,0,0,NA,NA,NA,NA,NA
23462,NA,NA,270,NA,NA,NA,270,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.84,-76.15,"VA","Private for-profit, 2-year","Virginia Career Institute","Virginia Beach","Virginia Beach city",0,0,NA,NA,NA,NA,NA,NA
23462,NA,NA,29898,30870,NA,NA,29898,32663,30870,32663,32663,0,0,0,0,NA,NA,NA,NA,0,0,0,36.84,-76.15,"VA","Public, 4-year or above","Virginia Polytechnic Institute and State University","Virginia Beach","Virginia Beach city",0,0,0,NA,NA,NA,0,0
23462,NA,NA,24257,24355,NA,NA,24257,NA,24355,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,36.84,-76.15,"VA","Public, 4-year or above","University of Virginia-Main Campus","Virginia Beach","Virginia Beach city",0,0,0,NA,NA,NA,NA,NA
23462,NA,NA,8122,12194,NA,NA,8122,NA,12194,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,36.84,-76.15,"VA","Private for-profit, 4-year or above","ECPI College of Technology","Virginia Beach","Virginia Beach city",0,0,0,NA,NA,NA,NA,NA
23462,NA,NA,8122,12194,NA,NA,8122,NA,12194,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,36.84,-76.15,"VA","Private for-profit, 4-year or above","ECPI College of Technology","Virginia Beach","Virginia Beach city",0,0,0,NA,NA,NA,NA,NA
23462,NA,NA,8122,12194,NA,NA,8122,NA,12194,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,36.84,-76.15,"VA","Private for-profit, 4-year or above","ECPI College of Technology","Virginia Beach","Virginia Beach city",0,0,0,NA,NA,NA,NA,NA
23462,NA,NA,8122,12194,NA,NA,8122,NA,12194,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,36.84,-76.15,"VA","Private for-profit, 4-year or above","ECPI College of Technology","Virginia Beach","Virginia Beach city",0,0,0,NA,NA,NA,NA,NA
23462,NA,NA,179,NA,NA,NA,179,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.84,-76.15,"VA","Private for-profit, less-than 2-year","Rudy & Kelly Academy of Hair and Nails","Virginia Beach","Virginia Beach city",0,0,NA,NA,NA,NA,NA,NA
23462,NA,NA,NA,5402,NA,NA,NA,4269,5402,4269,4269,NA,NA,0,0,NA,NA,NA,NA,0,0,0,36.84,-76.15,"VA",NA,"Hampton University","Virginia Beach","Virginia Beach city",NA,NA,0,NA,NA,NA,0,0
23462,NA,NA,NA,69,NA,NA,NA,NA,69,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,36.84,-76.15,"VA",NA,"Wards Corner Beauty Academy-Virginia Beach","Virginia Beach","Virginia Beach city",NA,NA,0,NA,NA,NA,NA,NA
23462,NA,NA,NA,NA,NA,NA,NA,7637,NA,7637,7637,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.84,-76.15,"VA",NA,"Massasoit Community College","Virginia Beach","Virginia Beach city",NA,NA,NA,NA,NA,NA,0,0
23462,NA,NA,NA,NA,NA,NA,NA,530,NA,530,530,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.84,-76.15,"VA",NA,"Bryant & Stratton College-Virginia Beach","Virginia Beach","Virginia Beach city",NA,NA,NA,NA,NA,NA,0,0
23462,NA,NA,NA,NA,NA,NA,NA,6473,NA,6473,6473,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.84,-76.15,"VA",NA,"Strayer University-Virginia","Virginia Beach","Virginia Beach city",NA,NA,NA,NA,NA,NA,0,0
23462,NA,NA,NA,NA,NA,NA,NA,11735,NA,11735,11735,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.84,-76.15,"VA",NA,"ECPI University","Virginia Beach","Virginia Beach city",NA,NA,NA,NA,NA,NA,0,0
23462,NA,NA,NA,NA,NA,NA,NA,527,NA,527,527,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.84,-76.15,"VA",NA,"The Art Institute of Virginia Beach","Virginia Beach","Virginia Beach city",NA,NA,NA,NA,NA,NA,0,0
23462,NA,NA,NA,NA,NA,NA,NA,139,NA,139,139,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.84,-76.15,"VA",NA,"Empire Beauty School-Virginia Beach","Virginia Beach","Virginia Beach city",NA,NA,NA,NA,NA,NA,0,0
23462,NA,NA,NA,NA,NA,NA,NA,918,NA,918,918,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.84,-76.15,"VA",NA,"University of Phoenix-Virginia","Virginia Beach","Virginia Beach city",NA,NA,NA,NA,NA,NA,0,0
23464,NA,NA,4115,4656,NA,NA,4115,6950,4656,6950,6950,0,0,0,0,NA,NA,NA,NA,0,2,0,36.8,-76.19,"VA","Private nonprofit, 4-year or above","Regent University","Virginia Beach","Virginia Beach city",0,0,0,NA,NA,NA,0,0
23464,NA,NA,NA,121,NA,NA,NA,NA,121,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,36.8,-76.19,"VA",NA,"Rudy & Kelly Academy of Hair and Nails","Virginia Beach","Virginia Beach city",NA,NA,0,NA,NA,NA,NA,NA
23464,NA,NA,NA,NA,NA,NA,NA,220,NA,220,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.8,-76.19,"VA",NA,"Rudy & Kelly Academy-A Paul Mitchell Partner School","Virginia Beach","Virginia Beach city",NA,NA,NA,NA,NA,NA,0,0
23480,NA,NA,NA,NA,NA,NA,NA,8484,NA,8484,8484,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,37.62,-75.69,"VA",NA,"College of William and Mary","Wachapreague","Accomack County",NA,NA,NA,NA,NA,NA,0,0
23502,NA,NA,157,105,NA,NA,157,334,105,334,334,0,0,0,0,NA,NA,NA,NA,0,0,0,36.86,-76.2,"VA","Private for-profit, less-than 2-year","Tidewater Tech-Trades","Norfolk","Norfolk city",0,0,0,NA,NA,NA,0,0
23502,NA,NA,1433,1336,NA,NA,1433,1441,1336,1441,1441,2,3,3,6,NA,NA,NA,NA,4,5,5,36.86,-76.2,"VA","Private nonprofit, 4-year or above","Virginia Wesleyan College","Norfolk","Norfolk city",0.139567341242149,0.209351011863224,0.224550898203593,NA,NA,NA,0.346981263011797,0.277585010409438
23502,NA,NA,NA,53,NA,NA,NA,44,53,44,44,NA,NA,0,0,NA,NA,NA,NA,0,0,0,36.86,-76.2,"VA",NA,"Central School of Practical Nursing","Norfolk","Norfolk city",NA,NA,0,NA,NA,NA,0,0
23502,NA,NA,NA,341,NA,NA,NA,NA,341,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,36.86,-76.2,"VA",NA,"Virginia Career Institute","Norfolk","Norfolk city",NA,NA,0,NA,NA,NA,NA,NA
23502,NA,NA,NA,1134,NA,NA,NA,NA,1134,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,36.86,-76.2,"VA",NA,"ITT Technical Institute-Norfolk","Norfolk","Norfolk city",NA,NA,0,NA,NA,NA,NA,NA
23502,NA,NA,NA,NA,NA,NA,NA,633,NA,633,633,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.86,-76.2,"VA",NA,"Advanced Technology Institute","Norfolk","Norfolk city",NA,NA,NA,NA,NA,NA,0,0
23502,NA,NA,NA,NA,NA,NA,NA,292,NA,292,292,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.86,-76.2,"VA",NA,"Fortis College-Norfolk","Norfolk","Norfolk city",NA,NA,NA,NA,NA,NA,0,0
23504,NA,NA,6155,6993,NA,NA,6155,5107,6993,5107,5107,4,2,1,2,NA,NA,NA,NA,0,0,2,36.86,-76.27,"VA","Public, 4-year or above","Norfolk State University","Norfolk","Norfolk city",0.0649878147847279,0.0324939073923639,0.0143000143000143,NA,NA,NA,0.0391619345995692,0
23505,NA,NA,NA,112,NA,NA,NA,NA,112,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,36.91,-76.29,"VA",NA,"Wards Corner Beauty Academy","Norfolk","Norfolk city",NA,NA,0,NA,NA,NA,NA,NA
23505,NA,NA,NA,NA,NA,NA,NA,112,NA,112,112,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.91,-76.29,"VA",NA,"Wards Corner Beauty Academy-Norfolk","Norfolk","Norfolk city",NA,NA,NA,NA,NA,NA,0,0
23507,NA,NA,725,811,NA,NA,725,NA,811,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,36.86,-76.3,"VA","Private nonprofit, 4-year or above","Eastern Virginia Medical School","Norfolk","Norfolk city",0,0,0,NA,NA,NA,NA,NA
23507,NA,NA,NA,NA,NA,NA,NA,1096,NA,1096,1096,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.86,-76.3,"VA",NA,"Eastern Virginia Medical School","Norfolk","Norfolk city",NA,NA,NA,NA,NA,NA,0,0
23510,NA,NA,25857,30447,NA,NA,25857,NA,30447,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,36.85,-76.29,"VA","Public, 2-year","Tidewater Community College","Norfolk","Norfolk city",0,0,0,NA,NA,NA,NA,NA
23510,NA,NA,NA,NA,NA,NA,NA,25927,NA,25927,25927,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.85,-76.29,"VA",NA,"Tidewater Community College","Norfolk","Norfolk city",NA,NA,NA,NA,NA,NA,0,0
23511,NA,NA,NA,NA,NA,NA,NA,13740,NA,13740,13740,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.91,-76.33,"VA",NA,"Embry-Riddle Aeronautical University-Worldwide","Norfolk","Norfolk city",NA,NA,NA,NA,NA,NA,0,0
23513,NA,NA,8122,12194,NA,NA,8122,NA,12194,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,36.89,-76.24,"VA","Private for-profit, 4-year or above","ECPI College of Technology","Norfolk","Norfolk city",0,0,0,NA,NA,NA,NA,NA
23513,22554,22554,NA,29328,22554,26172,NA,17765,29328,17765,17765,NA,NA,0,0,0,0,0,0,0,0,0,36.89,-76.24,"VA",NA,"Troy University","Norfolk","Norfolk city",NA,NA,0,0,0,0,0,0
23513,NA,NA,NA,NA,NA,NA,NA,11735,NA,11735,11735,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.89,-76.24,"VA",NA,"ECPI University","Norfolk","Norfolk city",NA,NA,NA,NA,NA,NA,0,0
23518,NA,NA,283,NA,NA,NA,283,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.92,-76.22,"VA","Private for-profit, less-than 2-year","Tidewater Tech","Norfolk","Norfolk city",0,0,NA,NA,NA,NA,NA,NA
23518,NA,NA,NA,380,NA,NA,NA,NA,380,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,36.92,-76.22,"VA",NA,"Centura College","Norfolk","Norfolk city",NA,NA,0,NA,NA,NA,NA,NA
23518,NA,NA,NA,NA,NA,NA,NA,201,NA,201,201,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.92,-76.22,"VA",NA,"Centura College-Norfolk","Norfolk","Norfolk city",NA,NA,NA,NA,NA,NA,0,0
23529,NA,NA,22287,24013,NA,NA,22287,24672,24013,24672,24672,1,4,3,3,NA,NA,NA,NA,6,10,5,36.84,-76.28,"VA","Public, 4-year or above","Old Dominion University","Norfolk","Norfolk City",0.00448692062637412,0.0179476825054965,0.0124932328322159,NA,NA,NA,0.0202658884565499,0.0243190661478599
23601,NA,NA,286,243,NA,NA,286,NA,243,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,37.04,-76.48,"VA","Private nonprofit, 2-year","Riverside School of Health Careers","Newport News","Newport News city",0,0,0,NA,NA,NA,NA,NA
